dt_index,date,time,lastPx,size,volume,SP5,SP4,SP3,SP2,SP1,BP1,BP2,BP3,BP4,BP5,SV5,SV4,SV3,SV2,SV1,BV1,BV2,BV3,BV4,BV5,minute_ret,abnormal_day
2024-02-20 09:01:00,2024-02-20,90059623.0,140.6,0.0,158000.0,140.8,140.75,140.7,140.65,140.6,140.55,140.5,140.4,140.3,140.2,38000.0,15000.0,1000.0,23000.0,12000.0,28000.0,102000.0,6000.0,22000.0,7000.0,,True
2024-02-20 09:02:00,2024-02-20,90159600.0,140.55,0.0,192000.0,140.8,140.75,140.7,140.65,140.6,140.55,140.5,140.45,140.4,140.35,68000.0,44000.0,21000.0,22000.0,4000.0,2000.0,105000.0,1000.0,17000.0,21000.0,-0.00035561877667134034,True
2024-02-20 09:03:00,2024-02-20,90259655.0,140.5,0.0,216000.0,140.85,140.8,140.75,140.7,140.65,140.5,140.45,140.4,140.35,140.3,263000.0,248000.0,244000.0,21000.0,2000.0,4000.0,304000.0,222000.0,231000.0,64000.0,-0.0003557452863750532,True
2024-02-20 09:04:00,2024-02-20,90359966.0,140.75,0.0,247000.0,141.0,140.95,140.9,140.85,140.8,140.75,140.7,140.65,140.6,140.55,95000.0,353000.0,231000.0,243000.0,228000.0,37000.0,50000.0,50000.0,51000.0,270000.0,0.001779359430605032,True
2024-02-20 09:05:00,2024-02-20,90459980.0,140.8,0.0,253000.0,141.0,140.95,140.9,140.85,140.8,140.75,140.7,140.65,140.6,140.55,200000.0,254000.0,252000.0,33000.0,23000.0,89000.0,50000.0,52000.0,251000.0,371000.0,0.000355239786856254,True
2024-02-20 09:06:00,2024-02-20,90559684.0,140.9,0.0,528000.0,141.1,141.05,141.0,140.95,140.8,140.75,140.7,140.65,140.6,140.55,236000.0,273000.0,286000.0,262000.0,1000.0,56000.0,353000.0,253000.0,272000.0,294000.0,0.0007102272727272929,True
2024-02-20 09:07:00,2024-02-20,90659671.0,140.9,0.0,534000.0,141.1,141.05,141.0,140.95,140.9,140.85,140.8,140.75,140.7,140.65,422000.0,243000.0,73000.0,24000.0,4000.0,5000.0,363000.0,264000.0,281000.0,293000.0,0.0,True
2024-02-20 09:08:00,2024-02-20,90759406.0,140.9,0.0,539000.0,141.15,141.1,141.05,141.0,140.95,140.9,140.85,140.8,140.75,140.7,284000.0,413000.0,253000.0,73000.0,23000.0,3000.0,7000.0,68000.0,264000.0,287000.0,0.0,True
2024-02-20 09:09:00,2024-02-20,90859287.0,140.95,0.0,564000.0,141.2,141.15,141.1,141.05,141.0,140.9,140.85,140.8,140.75,140.7,314000.0,284000.0,405000.0,55000.0,61000.0,52000.0,261000.0,369000.0,284000.0,309000.0,0.0003548616039743546,True
2024-02-20 09:10:00,2024-02-20,90959497.0,140.95,3000.0,579000.0,141.15,141.1,141.05,141.0,140.95,140.9,140.85,140.8,140.75,140.7,284000.0,419000.0,255000.0,60000.0,1000.0,6000.0,12000.0,369000.0,284000.0,310000.0,0.0,True
2024-02-20 09:11:00,2024-02-20,91059083.0,140.95,0.0,582000.0,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,140.8,140.75,327000.0,264000.0,409000.0,37000.0,62000.0,3000.0,59000.0,362000.0,290000.0,284000.0,0.0,True
2024-02-20 09:12:00,2024-02-20,91159375.0,141.0,0.0,629000.0,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,140.8,307000.0,297000.0,246000.0,394000.0,17000.0,2000.0,6000.0,10000.0,312000.0,241000.0,0.0003547357218873781,True
2024-02-20 09:13:00,2024-02-20,91256607.0,141.0,0.0,650000.0,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,140.8,267000.0,279000.0,236000.0,146000.0,39000.0,47000.0,60000.0,258000.0,383000.0,291000.0,0.0,True
2024-02-20 09:14:00,2024-02-20,91359776.0,141.05,0.0,696000.0,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,296000.0,249000.0,49000.0,37000.0,126000.0,5000.0,52000.0,360000.0,280000.0,283000.0,0.00035460992907809796,True
2024-02-20 09:15:00,2024-02-20,91459530.0,141.05,0.0,700000.0,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,336000.0,309000.0,311000.0,16000.0,302000.0,5000.0,3000.0,157000.0,260000.0,284000.0,0.0,True
2024-02-20 09:16:00,2024-02-20,91559381.0,141.1,0.0,706000.0,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,336000.0,279000.0,333000.0,16000.0,282000.0,6000.0,56000.0,257000.0,379000.0,284000.0,0.00035448422545192315,True
2024-02-20 09:17:00,2024-02-20,91658192.0,141.1,0.0,766000.0,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,140.85,336000.0,279000.0,73000.0,17000.0,224000.0,10000.0,206000.0,308000.0,229000.0,305000.0,0.0,True
2024-02-20 09:18:00,2024-02-20,91759706.0,141.1,0.0,999000.0,141.35,141.3,141.25,141.2,141.15,141.05,141.0,140.95,140.9,140.85,308000.0,317000.0,239000.0,73000.0,17000.0,157000.0,256000.0,258000.0,279000.0,305000.0,0.0,True
2024-02-20 09:19:00,2024-02-20,91858501.0,141.1,0.0,1018000.0,141.35,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,140.9,308000.0,327000.0,40000.0,75000.0,16000.0,52000.0,348000.0,257000.0,258000.0,279000.0,0.0,True
2024-02-20 09:20:00,2024-02-20,91959777.0,141.25,0.0,1100000.0,141.5,141.45,141.4,141.35,141.3,141.2,141.15,141.1,141.05,141.0,330000.0,290000.0,308000.0,31000.0,57000.0,1000.0,252000.0,264000.0,250000.0,286000.0,0.001063075832742788,True
2024-02-20 09:21:00,2024-02-20,92059687.0,141.15,0.0,1165000.0,141.4,141.35,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,320000.0,245000.0,81000.0,15000.0,39000.0,20000.0,208000.0,209000.0,239000.0,48000.0,-0.000707964601769917,True
2024-02-20 09:22:00,2024-02-20,92159199.0,141.15,0.0,1289000.0,141.4,141.35,141.3,141.25,141.2,141.15,141.1,141.05,141.0,140.95,302000.0,255000.0,43000.0,24000.0,29000.0,18000.0,212000.0,209000.0,249000.0,48000.0,0.0,True
2024-02-20 09:23:00,2024-02-20,92258719.0,141.2,0.0,1354000.0,141.5,141.45,141.4,141.35,141.3,141.2,141.15,141.1,141.05,141.0,354000.0,270000.0,272000.0,16000.0,44000.0,2000.0,232000.0,333000.0,244000.0,253000.0,0.00035423308537008147,True
2024-02-20 09:24:00,2024-02-20,92359490.0,141.2,0.0,1394000.0,141.45,141.4,141.35,141.3,141.25,141.2,141.15,141.1,141.05,141.0,280000.0,84000.0,26000.0,53000.0,10000.0,286000.0,215000.0,213000.0,244000.0,258000.0,0.0,True
2024-02-20 09:25:00,2024-02-20,92457360.0,141.25,0.0,1425000.0,141.5,141.45,141.4,141.35,141.3,141.25,141.2,141.15,141.1,141.05,373000.0,283000.0,65000.0,26000.0,54000.0,21000.0,96000.0,214000.0,250000.0,244000.0,0.0003541076487252326,True
2024-02-20 09:26:00,2024-02-20,92559986.0,141.4,0.0,1559000.0,141.6,141.55,141.5,141.45,141.4,141.35,141.25,141.2,141.15,141.1,307000.0,306000.0,317000.0,233000.0,46000.0,72000.0,12000.0,375000.0,294000.0,299000.0,0.001061946902654931,True
2024-02-20 09:27:00,2024-02-20,92659565.0,141.4,0.0,1616000.0,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,141.2,294000.0,313000.0,286000.0,289000.0,33000.0,36000.0,962000.0,100000.0,250000.0,297000.0,0.0,True
2024-02-20 09:28:00,2024-02-20,92759856.0,141.45,0.0,1657000.0,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,141.2,295000.0,314000.0,239000.0,110000.0,6000.0,6000.0,962000.0,100000.0,250000.0,298000.0,0.00035360678925022704,True
2024-02-20 09:29:00,2024-02-20,92859901.0,141.4,0.0,1667000.0,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,141.2,296000.0,295000.0,260000.0,92000.0,12000.0,3000.0,1063000.0,250000.0,270000.0,298000.0,-0.0003534817956873937,True
2024-02-20 09:30:00,2024-02-20,92959720.0,141.45,1000.0,1709000.0,141.7,141.65,141.6,141.55,141.5,141.45,141.35,141.3,141.25,141.2,296000.0,308000.0,254000.0,50000.0,100000.0,24000.0,1313000.0,250000.0,270000.0,318000.0,0.00035360678925022704,True
2024-02-20 09:31:00,2024-02-20,93059988.0,141.45,0.0,1721000.0,141.7,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,298000.0,307000.0,298000.0,232000.0,215000.0,40000.0,15000.0,1063000.0,251000.0,270000.0,0.0,True
2024-02-20 09:32:00,2024-02-20,93159971.0,141.5,0.0,1885000.0,141.7,141.65,141.6,141.55,141.5,141.4,141.35,141.3,141.25,141.2,301000.0,307000.0,259000.0,57000.0,138000.0,110000.0,1217000.0,255000.0,274000.0,319000.0,0.00035348179568761573,True
2024-02-20 09:33:00,2024-02-20,93259955.0,141.45,0.0,1975000.0,141.7,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,262000.0,238000.0,79000.0,38000.0,80000.0,100000.0,261000.0,1222000.0,276000.0,279000.0,-0.0003533568904594553,True
2024-02-20 09:34:00,2024-02-20,93359970.0,141.5,0.0,1979000.0,141.7,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,141.25,261000.0,258000.0,60000.0,58000.0,99000.0,500000.0,348000.0,1821000.0,777000.0,279000.0,0.00035348179568761573,True
2024-02-20 09:35:00,2024-02-20,93459537.0,141.4,3000.0,2095000.0,141.75,141.7,141.65,141.6,141.55,141.4,141.35,141.3,141.25,141.2,275000.0,304000.0,269000.0,257000.0,61000.0,195000.0,1722000.0,760000.0,279000.0,320000.0,-0.0007067137809186885,True
2024-02-20 09:36:00,2024-02-20,93559778.0,141.5,0.0,2107000.0,141.75,141.7,141.65,141.6,141.55,141.5,141.45,141.4,141.35,141.3,296000.0,304000.0,249000.0,70000.0,52000.0,22000.0,499000.0,347000.0,1822000.0,780000.0,0.0007072135785006761,True
2024-02-20 09:37:00,2024-02-20,93659098.0,141.6,0.0,2224000.0,141.85,141.8,141.75,141.7,141.65,141.6,141.55,141.5,141.45,141.4,291000.0,306000.0,226000.0,47000.0,27000.0,5000.0,1000.0,262000.0,749000.0,466000.0,0.0007067137809186885,True
2024-02-20 09:38:00,2024-02-20,93759743.0,141.7,0.0,2276000.0,141.85,141.8,141.75,141.7,141.65,141.6,141.55,141.5,141.45,141.4,252000.0,288000.0,45000.0,28000.0,1000.0,50000.0,773000.0,689000.0,779000.0,487000.0,0.0007062146892655718,True
