,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
train_g,0.4810505211353302,0.48785078525543213,0.47460681200027466,0.4512382447719574,0.5040178894996643,0.7951124906539917,0.20988056063652039,0.21984727680683136,0.2790069580078125,0.4200509488582611,0.47451722621917725,0.4425356090068817,0.4297361969947815,0.4353785216808319,0.44030922651290894,0.4395163655281067,0.4378055930137634,0.43781059980392456,0.4383503496646881,0.4383818507194519,0.438207745552063,0.43819308280944824,0.43824252486228943,0.4382368326187134,0.4382132887840271,0.4382069706916809,0.4382002055644989,0.4381817579269409,0.43815362453460693,0.4381110966205597,0.43805086612701416,0.4380102753639221,0.43829309940338135,0.43887344002723694,0.4394027590751648,0.44091612100601196,0.4425089657306671,0.4398787021636963,0.43919432163238525,0.43908214569091797,0.439365029335022,0.4384044408798218,0.43804025650024414,0.4378311038017273,0.4378385841846466,0.4376402497291565,0.4378933310508728,0.43791088461875916,0.4381316304206848,0.4370388984680176,0.45051953196525574,0.4031750559806824,0.46864497661590576,0.4424775242805481,0.4230673313140869,0.4579941928386688,0.44349849224090576,0.44178199768066406,0.42404961585998535,0.45539015531539917,0.4445483982563019,0.43851205706596375,0.4359728991985321,0.43604543805122375,0.4364306330680847,0.43632233142852783,0.43594664335250854,0.43504637479782104,0.44177496433258057,0.46790236234664917,0.43598419427871704,0.5146289467811584,0.4105026125907898,0.4675140380859375,0.4842151999473572,0.6847805380821228,1.7791930437088013,0.5144093632698059,0.5406815409660339,0.478943407535553,0.4449582099914551,0.44031327962875366,0.4376278519630432,0.4373178482055664,0.437017560005188,0.43694332242012024,0.43688222765922546,0.4368326663970947,0.4367842674255371,0.43673446774482727,0.43668317794799805,0.4366310238838196,0.4365782141685486,0.4365251958370209,0.4364719092845917,0.436418354511261,0.4363645613193512,0.4363105297088623,0.43625614047050476,0.4362013339996338,0.4361460208892822,0.4360901713371277,0.4360337257385254,0.4359765648841858,0.43591856956481934,0.4358595311641693,0.43579962849617004,0.43573957681655884,0.43568480014801025,0.435660183429718,0.43583452701568604,0.43691855669021606,0.4429090619087219,0.4384896755218506,0.43765103816986084,0.43693721294403076,0.4376223683357239,0.43609458208084106,0.43570566177368164,0.4355193078517914,0.4354557394981384,0.4353893995285034,0.4354436993598938,0.43554550409317017,0.43632078170776367,0.43692857027053833,0.4407094717025757,0.4371643662452698,0.43671756982803345,0.43595588207244873,0.4359910488128662,0.4353880286216736,0.4353606104850769,0.43531155586242676
train_d,0.25000476837158203,0.2538341283798218,0.2499479055404663,0.24909532070159912,0.2219802737236023,0.05326519161462784,0.49829715490341187,0.3971155285835266,0.29435545206069946,0.2505679726600647,0.25115710496902466,0.2500154972076416,0.25007525086402893,0.2500080168247223,0.2500036358833313,0.25000104308128357,0.24999961256980896,0.24999955296516418,0.24999931454658508,0.2499992847442627,0.24999919533729553,0.24999910593032837,0.2499990314245224,0.24999889731407166,0.24999882280826569,0.24999873340129852,0.24999861419200897,0.24999846518039703,0.2499983012676239,0.24999812245368958,0.24999794363975525,0.24999769032001495,0.24999742209911346,0.24999715387821198,0.24999675154685974,0.2499963343143463,0.24999596178531647,0.24999521672725677,0.2499946504831314,0.24999359250068665,0.24999260902404785,0.24999094009399414,0.2499890923500061,0.24998615682125092,0.24998173117637634,0.2499750852584839,0.24996480345726013,0.24994367361068726,0.24989816546440125,0.24984663724899292,0.2500462830066681,0.25115859508514404,0.25091010332107544,0.250097393989563,0.25018367171287537,0.2503508925437927,0.2500245273113251,0.25000450015068054,0.250270813703537,0.2501794099807739,0.25001174211502075,0.24998217821121216,0.2499753087759018,0.24996069073677063,0.2499377727508545,0.24989280104637146,0.24978560209274292,0.24952413141727448,0.24819830060005188,0.3333515524864197,0.2511233389377594,0.25312915444374084,0.25182241201400757,0.25000739097595215,0.25008463859558105,0.25000280141830444,0.25,0.2500002384185791,0.2500001788139343,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
